Node ID,Node Name
48915,HEATON
48916,HEATON
48917,HOLMESBU
48918,HOLMESBU
48919,HOLMESBU
48920,ISLANDRD
48921,ISLANDRD
48922,ISLANDRD
48923,ISLANDRD
48924,ISLANDRD
48925,ISLANDRD
48926,JARRET
48927,JARRET
48928,JENKINTO
48929,JENKINTO
48930,JENKINTO
48931,JENKINTO
48932,JENKINTO
48933,JENKINTO
48934,JENNERVL
48935,LENAPE
48936,LENAPE
48937,LENAPE
48938,LENAPE
48940,LINTON
48941,LINTON
48942,LLANERCH
48943,LLANERCH
48944,LLANERCH
48947,LOMBARD
48948,LOMBARD
48949,LOMBARD
48950,LOMBARD
48951,LOMBARD
48952,LOMBARD
48953,LOMBARD
48954,MARCUSHO
48955,MACDADE
48956,MACDADE
48957,MACDADE
48958,MERCK
48959,MIDD PE
48960,MIDD PE
48961,MIDD PE
48965,MONTCO
48966,MORTON
48968,NPHILADE
48970,NESHAMIN
48971,NESHAMIN
48972,NEWLINVI
48973,NEWLINVI
48974,NOTTINGH
48975,NOTTINGH
48976,PACKER
48977,PACKER
48978,PARRISH
48979,PARRISH
48980,PARRISH
48981,PASSYUNK
48982,PASSYUNK
48983,PEACHTAP
48984,PENCOYD
48985,PENCOYD
48986,PENCOYD
48987,PENCOYD
48988,PENN
48990,PERKIOME
48991,PERKIOME
48992,PERKIOME
48993,PLANEBRO
48994,PLANEBRO
48995,PLANEBRO
48999,PLYMOUTH
49000,PLYMOUTH
49001,PULASKI
49002,PULASKI
49003,RICH PE
49004,RICH PE
49005,RICH PE
49006,ROLL PE
49008,ROXBOROU
49009,ROXBOROU
49010,ROXBOROU
49011,SAVILLE
49012,SAVILLE
49013,SCHUYLKI
49014,SCHUYLKI
49015,SCHUYLKI
49016,SCHUYLKI
49017,SCOTTPAP
49018,SHARONHI
49019,SWARK
49020,SWARK
49021,TABOR
49022,TABOR
49023,TABOR
49024,TACONY
49025,TACONY
49026,TACONY
49027,TREDYFFR
49028,TREDYFFR
49029,TREDYFFR
49030,TRAINER
49031,TRAINER
49034,UPPERDAR
49036,UPPERMER
49037,UPPERMER
49038,UPPERMER
49039,UPPERMER
49040,USSTEEL
49041,WANEETA
49042,WANEETA
49043,WANEETA
49044,WARMINST
49045,WARMINST
49046,WARRINGT
49047,WARRINGT
49048,WOODBOUR
49049,WOODBOUR
49050,WHITEMAR
49051,WHITEMAR
49052,WHITEMAR
49053,WHITEMAR
49054,WOODLYN
49055,WOODLYN
49060,WAYNEJCT
49061,WAYNEJCT
49062,ALLENTOW
49063,ALLENTOW
49064,BERKS
49065,BERKS
49066,BERWICK
49067,BLOOMING
49068,BLOOMING
49069,BRUNNERI
49070,BRUNNERI
49071,BUXMONT
49072,BUXMONT
49073,CLINTON
49074,CLINTON
49075,COLU PL
49076,COLU PL
49077,CONTITAP
49078,CONTITAP
49079,CUMB PL
49080,CUMB PL
49081,DAUPHIN
49082,DAUPHIN
49083,EPALMERT
49084,EPALMERT
49085,ELDRED
49086,ELDRED
49087,ELDRED
49088,ELDRED
49089,ENGLESID
49090,ENGLESID
49091,FACEROCK
49092,FACEROCK
49093,FISHBACH
49094,FISHBACH
49095,FRACKVIL
49096,FRACKVIL
49097,FRACKVIL
49098,HARRISBU
49099,HARRISBU
49100,HARWOOD
49101,HARWOOD
49102,HOSENSAC
49103,HOSENSAC
49104,HUMMELST
49105,HUMMELST
49108,JACK PL
49109,JENKINS
49110,JENKINS
49111,JENKINS
49114,LACKAWAN
49115,LACKAWAN
49116,LOCKHAVE
49117,LOCKHAVE
49118,LOCKHAVE
49119,LOCKHAVE
49120,LOCKHAVE
49121,LOCKHAVE
49122,LYCOMING
49123,LYCOMING
49124,LYCOMING
49125,MANOR
49126,MARTINSC
49127,MARTINSC
49128,MILTON
49129,MILTON
49130,MONTOUR
49133,NAZARETH
49134,NAZARETH
49136,PECKVILL
49137,QUARRY
49138,QUARRY
49139,SAFEHARB
49140,SAFEHARB
49141,SMANHEIM
49142,SMANHEIM
49143,SAKRON
49144,SAKRON
49145,SAKRON
49146,SAKRON
49147,SAKRON
49148,SIEGFRIE
49149,SIEGFRIE
49150,SIEGFRIE
49151,SIEGFRIE
49152,SIEGFRIE
49153,SIEGFRIE
49154,STANTON
49155,STANTON
49156,STEELTON
49157,STEELTON
49158,STEELTON
49159,SUNBURY
49160,SUNBURY
49161,SUNBURY
49162,SUNBURY
49163,SUNBURY
49164,SUNBURY
49165,SUSQUEHA
49166,SUSQT10
49167,WHEMPFIE
49168,WHEMPFIE
49169,WHEMPFIE
49170,WHEMPFIE
49171,WSHORE
49172,WSHORE
49173,WESCOSVI
49174,WESCOSVI
49175,WESCOSVI
49176,WESCOSVI
49177,BETHSTL
49178,CALVERTC
49179,CALVERTC
49185,CHESTNUT
49186,CHESTNUT
49187,COLU BC
49188,COLONIAL
49189,CONC BC
49190,CONC BC
49191,DEERPARK
49192,DEERPARK
49193,DELIGHT
49194,DELIGHT
49195,DOLFIELD
49196,DOLFIELD
49197,DOLFIELD
49198,DOLFIELD
49199,DOLFIELD
49200,EASTPT
49201,EASTPT
49202,EASTPT
49203,EASTPT
49204,EASTPT
49205,ERDMAN
49206,ERDMAN
49207,FRED BC
49208,FRED BC
49209,FRED BC
49210,FRED BC
49211,FULLERTO
49212,FULLERTO
49213,GLENARM
49215,GOULDST
49216,GOULDST
49217,GRAYMANO
49218,GRAYMANO
49225,HAZELWOO
49226,HAZELWOO
49227,HAZELWOO
49228,HAZELWOO
49229,HOLLOFIE
49230,HOLLOFIE
49231,HONEYGO
49232,HONEYGO
49233,HOWARD
49234,HOWARD
49235,HIGHRIDG
49236,HIGHRIDG
49237,HIGHRIDG
49238,HARR BC
49239,HARR BC
49240,HARR BC
49241,JERICHOP
49242,JERICHOP
49243,LIPINSCO
49244,LIPINSCO
49245,LIPINSCO
49246,LIPINSCO
49247,LIPINSCO
49248,MONUMEST
49249,MONUMEST
49250,MONUMEST
49251,MONUMEST
49252,MONUMEST
49253,MONUMEST
49254,MAYSCHAP
49255,MAYSCHAP
49256,NOTCHCLI
49257,NOTCHCLI
49259,NORTHWES
49260,NORTHWES
49263,PHILADRD
49264,PHILADRD
49265,PHILADRD
49266,PHILADRD
49267,PHILADRD
49268,PERRYMAN
49269,PERRYMAN
49270,PERRYMAN
49271,PERRYMAN
49272,PLESNTHL
49273,PLESNTHL
49274,PLESNTHL
49275,PUMPHREY
49276,PUMPHREY
49277,PUMPHREY
49278,RIVERSID
49279,RIVERSID
49280,RIVERSID
49281,RIVERSID
49282,RIVERSID
49283,ROCKRIDG
49284,ROCKRIDG
49285,ROCKRIDG
49286,SANDYSPG
49287,SANDYSPG
49288,TEXAS
49289,TEXAS
49290,TEXAS
49291,TEXAS
49292,VIADUCAV
49293,WAGNER
49294,WAGNER
49295,WAGNER
49296,WESTPORT
49297,WESTPORT
49298,WESTPORT
49299,WESTPORT
49300,WAUGHCHA
49301,WAUGHCHA
49302,WAUGHCHA
49303,WAUGHCHA
49304,WAUGHCHA
49305,WAUGHCHA
49306,WAUGHCHA
49307,WAUGHCHA
49308,WINDYEDG
49309,WINDYEDG
49310,WINDYEDG
49312,DOTWWHAR
49315,ELASTIMO
49316,FLANDERS
49317,FLANDERS
49318,FRANKLIN
49319,FRANKLIN
49320,GILBERT
49321,GILBERT
49322,GILBERT
49323,GILBERT
49324,GILBERT
49325,GILBERT
49326,GILBERT
49327,GILLETTE
49328,GILLETTE
49329,GLENGARD
49330,GLENGARD
49331,GLENGARD
49332,GLENGARD
49333,GLENGARD
49334,GLENGARD
49335,GLENGARD
49336,GLENGARD
49337,GREYSTON
49338,GREYSTON
49339,GREYSTON
49340,GREYSTON
49342,MERRILCR
49345,MORRISPA
49346,MORRISPA
49347,MORRISTO
49348,MORRISTO
49349,NEWTON
49350,NEWTON
49351,PEQUESTR
49352,POHATCON
49355,RIEGEL
49356,STON JC
49357,STON JC
49358,SUMM JC
49359,SUMM JC
49360,TRAYNOR
49361,TRAYNOR
49362,TRAYNOR
49363,TRAYNOR
49364,VERNON
49365,VERNON
49366,WHIPPANY
49367,WHIPPANY
49368,WWHARTON
49369,WWHARTON
49370,ATLANTIC
49373,DEEPRN
49374,DEEPRN
49375,ENGLISHT
49376,ENGLISHT
49377,ENGLISHT
49378,FRENEAU
49379,FRENEAU
49380,FRENEAU
49381,FRENEAU
49382,LARRABEE
49383,LARRABEE
49384,LARRABEE
49385,LARRABEE
49386,LARRABEE
49387,LAKEWOOD
49388,LEISUREV
49389,LEISUREV
49390,LEISUREV
49391,LEISUREV
49392,MANITOU
49393,MANITOU
49394,MANITOU
49395,NEJESCO
49396,NEJESCO
49397,NEJESCO
49398,NJTABERD
49399,NJTABERD
49400,NJTREDBA
49401,NJTREDBA
49404,OYSTERCR
49405,OYSTERCR
49406,REDBAJCT
49407,REDBAJCT
49408,REDBAJCT
49409,REDBAJCT
49410,SAYREVIL
49411,SAYREVIL
49412,SAYREVIL
49413,SAYREVIL
49415,WERNER
49419,ALLEN
49420,BAIR
49421,BELFAST
49422,BELFAST
49423,CATTRACT
49424,CLY
49425,COLLINS
49426,CROSSROA
49427,DILLSBUR
49428,FOXHILL
49429,GARDNERS
49430,GLADES
49431,GERMANTO
49432,GLENDON
49433,GLENDON
49434,HAMILTON
49435,HAMILTON
49436,HARLEY D
49437,HILL
49438,JACK ME
49439,JACK ME
49440,JEBAKER
49441,LINCOLN
49442,LINCOLN
49443,LYONS
49444,MENGES
49445,MIDD ME
49446,MIDDLJCT
49447,MOUN ME
49448,MOUN ME
49449,MTROSE
49450,NEWBERRY
49451,NEWBERRY
49454,NBOYERTO
49455,NHANOVER
49456,NHANOVER
49457,NHERSHEY
49458,NLEBNON
49459,NLEBNON
49460,NORTHWOO
49461,NORTHWOO
49462,NTEMPLE
49463,ORRTANNA
49464,OXFORD
49465,PHGLATFE
49466,PLVL ME
49467,PPGI
49468,PPGI
49469,QUEEN ST
49470,ROUNDTOP
49471,ROUNDTOP
49472,SHAWNEE
49473,SHAWNEE
49474,SLEBANON
49475,SLEBANON
49476,SMITHST
49477,SMITHST
49478,SMITHST
49479,SREADING
49480,SREADING
49481,STRABAN
49482,TAXVILLE
49483,TAXVILLE
49484,TMI
49485,TMI
49486,TMI
49487,TOLNA
49488,TOLNA
49489,VIOLET H
49490,VIOLET H
49491,WESTGATE
49492,WHELLAM
49493,WHITEFOR
49494,WIND ME
49495,WIND ME
49496,YOE
49497,YORKANA
49498,ZIONSVIE
49499,ZIONSVIE
49500,ALLEGHEN
49501,ALLEGHEN
49502,ALTOONA
49503,ALTOONA
49504,BEDFORD
49505,BEDFORD
49506,BLAIN
49507,BLOSSBUR
49508,BLAIRSVE
49509,BROOKVIL
49510,BROOKVIL
49513,CAMBRIA
49514,CARL PN
49515,CARL PN
49516,CLAYSBUR
49517,CLAYSBUR
49518,CENTRALC
49519,CLARKSUM
49520,CLARKSUM
49521,COLVERPO
49522,CONEMAUG
49523,COOPER
49524,COOPER
49525,COOPER
49526,CORRYE
49527,CORRYE
49528,CURRYVIL
49529,DEEPCRK
49530,DIXONVIL
49532,DUBOIS
49533,DUBOIS
49534,EDGEWOOD
49535,EPIKE
49536,ESAYRE
49537,ESAYRE
49538,ETOWANDA
49539,ETOWANDA
49540,ETOWANDA
49541,ECLIPSE
49542,ECLIPSE
49543,EDINBORO
49544,EDINBORO
49545,ELMST
49546,ERIEE
49547,ERIES
49548,ERIES
49549,ERIES
49550,ERIEW
49551,FAIRVIEW
49552,FAIRVIEW
49553,FLORENCE
49554,FRENCHRD
49555,FRENCHRD
49556,FRENCHRD
49557,FARMERSV
49558,FARMERSV
49559,GARMAN
49560,GENEVA
49561,GENEVA
49562,GENEVA
49564,GLORY
49565,GOLD
49566,GRANDVIE
49567,GRANDVIE
49568,GREENGAR
49569,GROVER
49570,HARVEYRN
49571,HAYNIE
49572,HILLTOP
49573,HILLTOP
49574,HILLVALL
49575,HOMERCIT
49576,HOMERCIT
49579,HOOVERSV
49580,HOOVERSV
49581,JACK PN
49582,JACK PN
49583,JOHNSTOW
49584,KEYSTONE
49585,KEYSTONE
49586,KEYSTONE
49587,KEYSTONE
49588,LENOX
49589,LEWISRN
49590,LEWISRN
49591,LEWISRN
49592,LEWISTOW
49593,LEWISTOW
49594,LUCERNE
49595,LUCERNE
49596,MADERA
49597,MADERA
49598,MANS PN
49599,MANS PN
49600,MANS PN
49604,MEYERSDA
49605,MORGANST
49606,MORGANST
49607,MORGANST
49608,NILESVAL
49609,NILESVAL
49610,NMESHOPP
49611,NMESHOPP
49612,OSCEOLA
49613,OSTERBUR
49614,OXBOW
49615,PENNMAR
49616,PENNTECH
49617,PHILIPSB
49618,PHILIPSB
49619,PINEY
49620,PINEY
49621,PINEY
49622,PINEYCRK
49623,PROSPECT
49624,PROSPECT
49625,PUNXSUTA
49626,QUEMAHON
49627,QUEMAHON
49628,RACHELHI
49629,RACHELHI
49630,RALPHTON
49631,RAYSTOWN
49632,REEDSGAP
49633,REEDERST
49634,REEDERST
49635,ROCKWOOD
49636,ROCKTONM
49637,ROLL PN
49638,ROXBURY
49639,SABINSVI
49640,SABINSVI
49641,SALIX
49642,SAXTON
49643,SCALPLEV
49644,SCRUBGRS
49645,SEWARD
49646,SEWARD
49647,SEWARD
49648,SEWARD
49649,SHADEGAP
49650,SHAWVILL
49651,SHAWVILL
49652,SHELOCTA
49653,SHELOCTA
49654,SNAKESPR
49655,SNAKESPR
49656,SOME PN
49657,SOME PN
49658,SPANGLER
49659,SPRINGBO
49660,SPRUCEST
49661,SPRUCEST
49662,STROY
49663,STROY
49664,SUMM PN
49665,SUMM PN
49666,THOMPSON
49667,THREESPR
49668,TIFFANY
49669,TIFFANY
49670,TIMBLIN
49671,TITUSVIL
49672,TITUSVIL
49674,TOWERHIL
49675,TOWER51
49676,TOWER51
49677,TWOMILE
49678,TYRONEN
49679,TYRONEN
49680,UNIONCIT
49681,UTICAJCT
49682,WARD
49683,WARREN
49684,WARREN
49685,WARREN
49686,WARREN
49687,WARREN
49688,WARREN
49689,WARRENS
49690,WESTFALL
49691,WESTOVER
49692,WHETSTON
49693,YEAGERTO
49694,YEAGERTO
49695,YEAGERTO
49701,BELLSMIL
49702,BELLSMIL
49703,BELLSMIL
49704,BELLSMIL
49705,BELLSMIL
49706,BELLSMIL
49707,BELLSMIL
49708,BELLSMIL
49709,BENNING
49710,BENNING
49711,BENNING
49712,BENNING
49713,BENNING
49714,BENNING
49715,BENNING
49716,BENNING
49717,BENNING
49718,BETHESDA
49719,BETHESDA
49720,BETHESDA
49721,BETHESDA
49722,BLADENSB
49723,BLADENSB
49724,BLADENSB
49729,CHALKPT
49730,CHALKPT
49734,HAWKINS
49735,HAWKINS
49736,LANHAM
49737,LANHAM
49738,LANHAM
49739,LANHAM
49740,LANHAM
49741,LANHAM
49742,METZTAP
49743,METZTAP
49744,METZTAP
49745,METZTAP
49747,NORBECK
49748,NORBECK
49749,NORBECK
49750,NORBECK
49752,PALMERS
49753,PALMERS
49754,PALMERS
49755,POTOMAC
49756,POTOMAC
49757,POTOMAC
49758,POTOMAC
49759,POTOMAC
49760,POTOMAC
49761,QUINCEOR
49762,QUINCEOR
49763,QUINCEOR
49764,RITCHIE
49765,RITCHIE
49766,RITCHIE
49770,TAKOMA
49771,TAKOMA
49772,TAKOMA
49773,TAKOMA
49774,TAKOMA
49775,TAKOMA
49776,TAKOMA
49777,TAKOMA
49778,TAKOMA
49779,TUXEDO
49780,TUXEDO
49781,TUXEDO
49783,WILDERCR
49784,WILDERCR
49785,WILDERCR
49786,ATCO
49787,ATCO
49788,BECKETT
49789,BERLIN
49790,BRIDGEPO
49791,BUTLER
49792,CARDIFF
49793,CARLLS
49794,CARLLS
49796,CHAMBERS
49797,CHURCHTO
49799,DEEPWATE
49800,DOROTHY
49802,FAIRTON
49803,GLASSBOR
49804,GLASSBOR
49805,GLASSBOR
49806,HIGBEE
49807,HIGBEE
49808,LANDIS
49809,LAUREL
49810,LAUREL
49811,LEWIS
49812,LEWIS
49813,LINDENWO
49814,MANTUA
49815,MICKLETO
49816,MIDD AE
49817,MILL
49818,MINOTOLA
49819,MINOTOLA
49820,MOBILOIL
49823,MONR AE
49828,NEWPORT
49829,OLDMAN
49830,ONTARIO
49831,PAULSBRO
49832,PAULSBRO
49833,PEDRICKT
49834,PINEHILL
49835,PINEHILL
49836,PITMAN
49837,RIVER
49838,SCULL
49839,SCULL
49840,SECONDST
49841,SHERMAN
49842,SICKLER
49843,SILVERLA
49844,SILVERLA
49845,SMILLVIL
49846,STRATFOR
49847,STRATFOR
49848,STRATFOR
49849,TABERNAC
49850,TANSBORO
49851,TERRACE
49852,TERRACE
49853,UNION
49854,VINELAND
49855,WENONAH
49856,WENONAH
49857,WOODSTOW
49858,AIREY
49859,BASINRD
49860,BAYVIEW
49861,BAYVIEW
49862,BAYVIEW
49863,BELLEHAV
49864,BERLINDP
49865,BETHANY
49866,BETHANY
49867,BETHANY
49868,BRIDGEVI
49869,BRIDGEVI
49870,CAMBRIDG
49871,CAMBRIDG
49872,CARRCROF
49873,CECIL
49874,CECIL
49875,CEDARCRE
49876,CEDARNEC
49877,CHESTERT
49878,CHESTERT
49879,CHESWOLD
49880,CHINCOTE
49881,CHINCOTE
49882,CHURCTAP
49883,CHURCTAP
49886,CHURCHHL
49887,CHURCH
49888,CHURCH
49889,CLAYMONT
49890,CLAYTON
49891,CLAYTON
49892,CENTREVL
49893,CENTREVL
49894,COLORA
49895,COLORA
49896,CONCRDDP
49898,CRISFIE
49899,CRISFIE
49900,CULVER
49901,DARLEYRD
49902,DELA DPL
49903,DUPONTED
49906,EASTON
49907,EASTON
49908,EASTVILL
49909,EDGEMOOR
49910,EDGEMOOR
49911,EDGEWDPL
49912,EMUNI
49913,ENEWMARK
49914,ENEWMKTR
49915,FAIRMONT
49916,FIVEPTS
49917,FIVEPTS
49918,FRANKFOR
49919,FRUITLAN
49920,FRUITLAN
49922,GREENBUS
49923,GREENWD
49924,GREENWD
49925,HALLWOOD
49926,HARBESON
49927,HARBESON
49929,HARRTN
49930,HARRTN
49931,HARRTN
49932,HEBRON
49933,HILLSBRO
49934,HOCKESIN
49935,IBCORN
49936,INDIANRI
49937,INDIANRI
49938,JACKTOWN
49939,JONES
49940,KEENEY
49941,KELLAM
49942,KELLAM
49943,KENNEY
49944,KENNEY
49945,KENT
49946,KENT
49947,KIAMENSI
49950,KINGSTON
49951,KENNEDYV
49952,LANKREA
49953,LAURELDP
49954,LAURELDP
49955,LEWESREA
49956,LONGWOOD
49957,LORETTO
49958,LYNCH
49959,LYNCH
49960,MARDELA
49961,MARIDEL
49962,MARIDEL
49963,MASSEYRE
49964,MASSEY
49965,MIDWAY
49966,MILFORD
49967,MILFORD
49968,MILFORD
49969,MILSBORO
49970,MILSBORO
49971,MILLINGT
49972,MTHERMON
49973,MTHERMON
49974,MTOLIVE
49975,MTPLEASN
49976,NAAMANS
49977,NEWCASTL
49978,NEWCASTL
49979,NEWCASTL
49981,NELSON
49982,NELSON
49983,NEWHOPE
49984,NEWMERED
49985,NORTHST
49986,NSALISBU
49987,NSALISBU
49988,NSALISBU
49989,NSALISBU
49990,NSEAFORD
49991,NSEAFORD
49992,OAKHALL
49993,OCEANBAY
49994,OCEANBAY
49995,OCEANCTY
49996,OCEANCTY
49997,OCEANPIN
49998,PEPPER
49999,PINE ST
50002,PRESTON
50003,REHOBOTH
50004,REHOBOTH
50007,ROBINS
50008,SHARP
50009,SHORT
50010,SILVERBR
50011,SILVERSI
50012,SINPUX
50013,ST138
50014,ST138
50015,STEELE
50016,STOCKTON
50017,SUSSEX
50018,SUSSEX
50019,TALBOT
50020,TANYARD
50021,TASLEY
50022,TASLEY
50023,TASLEY
50024,TAYLOR
50025,TODD
50026,TODD
50027,TODD
50028,TOWNSEND
50029,TRAPPETP
50030,VIENNA
50031,VAUGHN
50032,VIENNALO
50033,WALLOPS
50034,WALSTON
50035,WANATAP
50036,WATTSVIL
50037,WATTSVIL
50038,WCAMBRID
50039,WOVERDPL
50040,WORCESTE
50041,WORCESTE
50042,WWILMING
50043,WYEMILLS
50044,WYEMILLS
50045,WYEMILLS
50389,ALDENE
50390,ATHENIA
50391,BAYONNE
50392,BAYONNE
50393,BAYONNE
50394,BAYONNE
50397,BERGEN
50398,BERGEN
50399,BERGEN
50400,BERGEN
50401,BERGEN
50402,BERGEN
50403,BRUNSWIC
50404,ECRRF
50405,ECRRF
50406,EDISON
50407,EDISON
50408,EDISON
50409,EDISON
50410,EDISON
50411,EDISON
50412,EDISON
50413,EDISON
50414,EDISON
50415,EDISON
50416,EDISON
50417,EDISON
50419,ESSEX
50420,ESSEX
50421,ESSEX
50422,ESSEX
50423,ESSEX
50424,ESSEX
50425,ESSEX
50426,ESSEX
50427,ESSEX
50428,ESSEX
50429,ESSEX
50430,ESSEX
50431,ESSEX
50432,FAIRLAWN
50433,HUDSON
50434,HUDSON
50435,HUDSON
50436,KEARNY
50437,KEARNY
50438,KEARNY
50439,KEARNY
50440,KEARNY
50441,KEARNY
50442,KEARNY
50443,KEARNY
50444,KEARNY
50445,LINDEN
50446,LINDEN
50447,LINDEN
50448,LINDEN
50449,LINDEN
50452,LINDEN
50453,LINDEN
50454,NEWARK
50455,NEWARBAY
50456,SEWAREN
50457,SEWAREN
50458,SEWAREN
50459,SEWAREN
50460,SEWAREN
50462,BURLINGT
50463,BURLINGT
50464,BURLINGT
50465,BURLINGT
50466,BURLINGT
50467,BURLINGT
50468,BURLINGT
50469,BURLINGT
50470,BURLINGT
50471,BURLINGT
50472,BURLINGT
50473,BURLINGT
50474,BURLINGT
50475,BURLINGT
50476,CAMDENGN
50477,CAMDENGN
50478,EAGLEGEN
50479,EAGLEGEN
50480,EAGLEGEN
50481,GLOUCEST
50482,GLOUCEST
50483,HOPECREE
50484,MERCER
50485,MERCER
50486,MERCER
50487,MERCER
50488,SALEM
50489,SALEM
